customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,CustomerFeedback,MonthlyIncome
0928-XUTSN,Female,0,No,No,13,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.5,1011.8,No,"I have been a customer with this company for 13 months now and have been very satisfied with the fiber optic internet service they provide. The monthly charges of $80.5 are reasonable for the quality of service I receive. I appreciate the convenience of being able to pay with electronic check each month. Overall, I have had a positive experience and have no plans to churn in the near future.",6498
2680-XKKNJ,Female,0,No,No,8,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),58.2,469.25,No,"I have been a customer with this DSL internet service provider for 8 months now and I have been satisfied with the service so far. The monthly charges of $58.2 are reasonable and I appreciate the convenience of automatic bank transfers for payment. I have not experienced any issues with the service and have no plans to churn. Overall, I would recommend this provider to others looking for reliable internet service.",9638
3021-VLNRJ,Female,0,No,Yes,50,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),70.8,3478.15,No,"I have been a loyal customer for 50 months now and have never experienced any issues with my DSL internet service. The monthly charges of $70.8 are reasonable for the speed and reliability I receive. I appreciate the convenience of automatic credit card payments, making my billing process hassle-free. Overall, I am satisfied with the service and have no plans to switch providers.",3794
2724-FJDYW,Male,0,No,Yes,39,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),54.85,2191.7,No,"I have been a customer with this company for almost 3 years now and I am extremely satisfied with the service I have received. The DSL internet service has been reliable and consistent, and the monthly charges are very reasonable at $54.85. I appreciate the convenience of automatic bank transfers for payment as well. Overall, I have had a positive experience and have had no reason to consider switching providers.",619
9680-NIAUV,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),109.7,8129.3,No,"I have been a loyal customer with this company for 6 years now and have been very satisfied with the fiber optic internet service they provide. The automatic credit card payment method makes it convenient for me to pay my monthly bill without any hassle. The monthly charges of $109.70 are reasonable for the quality of service I receive. I appreciate that I have not experienced any issues that would cause me to consider churning to a different provider. Overall, I am happy with my experience and would recommend this company to others.",7002
2892-GESUL,Female,0,Yes,Yes,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.35,null,No,"I have been a customer with this company for 18 months now and I have had a positive experience overall. I appreciate the affordable monthly charges of $19.35 and the fact that I have not experienced any issues with my service that would make me want to churn. However, I do wish that there was an option for internet service as that would make my experience even better. I also prefer to pay via mailed check, so I appreciate that this company offers that as a payment method. Overall, I am satisfied with my experience as a customer.",8089
8631-XVRZL,Male,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.15,163.7,No,"I have been a customer with this company for 9 months now and I am pleased to say that I have not experienced any issues with my service. Despite not having internet service, I am satisfied with the monthly charges of $20.15 and have had no problems with my payment method of mailing a check. I am looking forward to continuing my contract with this company for the remaining 3 months and would recommend their services to others.",6761
7766-CLTIC,Female,0,No,No,10,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,60.95,null,No,"""I have been a customer with this company for 10 months now on a month-to-month contract with DSL internet service. I have been satisfied with the service overall. The monthly charges of $60.95 are reasonable for the speed and reliability of the internet connection. I prefer to pay by mailing a check each month, which has been a smooth process. I have not experienced any issues with service interruptions or billing errors. Overall, I am happy with my experience as a customer and have no plans to churn.""",5916
0623-EJQEG,Male,0,No,No,65,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Electronic check,93.55,6069.25,No,"I have been a customer with this company for over 5 years now and I am extremely satisfied with the service they provide. The fiber optic internet service has been reliable and fast, allowing me to work from home without any issues. The monthly charges are reasonable for the quality of service I receive. I appreciate the convenience of being able to pay with electronic check. Overall, I have no complaints and have no plans to churn anytime soon. Keep up the good work!",7291
9488-FVZCC,Female,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),79.5,5661.7,No,I have been a loyal customer with this DSL internet service provider for six years now and I have had a contract with them for two years. I have never experienced any issues with my service and my monthly charges of $79.5 are reasonable. The automatic bank transfer payment method is convenient for me and I have never had any issues with billing. I am satisfied with the service and plan to continue using it in the future.,6843
1678-FYZOW,Female,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.4,244.65,Yes,"I recently switched to this company for their fiber optic internet service and was initially pleased with the speed and reliability. However, after just 3 months, I decided to cancel due to moving to a new location. The month-to-month contract was convenient for my situation, but I found the monthly charges of $79.4 to be on the higher side compared to other providers. The payment method of electronic check was easy to set up and use. Overall, I had a positive experience with the service but ultimately chose to churn due to personal reasons.",5205
