customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,CustomerFeedback,MonthlyIncome
6860-YRJZP,Male,1,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.05,678.45,"I have been a customer with this company for 9 months now and have been very satisfied with the service. The fiber optic internet is fast and reliable, and the monthly charges of $74.05 are reasonable for the quality of service I receive. I appreciate the convenience of being able to pay with an electronic check each month. Overall, I have no complaints and am happy to continue with this month-to-month contract.",2022
3062-ICYZQ,Female,0,Yes,Yes,51,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,93.8,4539.35,"I have been a customer with this company for over 4 years now and I have been very satisfied with their service. The fiber optic internet is incredibly fast and reliable, and I have never experienced any issues with connectivity. The monthly charges are reasonable at $93.8 and the electronic check payment method is convenient for me. I appreciate the month-to-month contract as it gives me flexibility in case I ever need to make changes to my plan. Overall, I have had a positive experience with this company and would recommend them to others.",2767
7156-MHUGY,Male,1,No,No,13,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.5,1201.15,"I recently decided to switch internet providers after being with this company for 13 months on a month-to-month contract. While the fiber optic internet service was fast and reliable, I ultimately decided to cancel due to the high monthly charges of $90.50. Additionally, I found the payment method of electronic check to be inconvenient and would have preferred more options for payment. Overall, I enjoyed the service but felt that it was not worth the cost in the long run.",8825
7801-KICAO,Female,0,No,No,18,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.15,1345.75,"""I have been a customer with this company for 18 months now and have been very satisfied with the service. The fiber optic internet is fast and reliable, and the monthly charges of $74.15 are reasonable for the quality of service I receive. I appreciate being able to pay with electronic check, as it is convenient and easy. Overall, I have had no reason to consider churning and plan to continue using this service in the future.""",7571
5893-KCLGT,Female,0,No,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.75,1567.0,"I have been a customer with this company for 6 years now and I have been satisfied with the service overall. The monthly charges are very reasonable at $19.75 and I appreciate the option to pay by mailed check. However, I do wish that internet service was included in my plan as it is becoming more essential in today's digital age. Overall, I have no complaints and am happy to continue my service with this company.",8336
5120-ZBLAI,Female,0,Yes,No,50,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),75.7,3876.2,"I have been a loyal customer with this company for over 4 years now and have had a positive experience overall. The DSL internet service has been reliable and I have had no issues with connectivity. The automatic bank transfer payment method is convenient and hassle-free. The monthly charges of $75.7 are reasonable for the service provided. I am satisfied with my contract type of one year and have no plans to churn. Overall, I would recommend this company to others looking for reliable internet service.",6161
5519-TEEUH,Male,0,No,Yes,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.15,682.15,"I have been a customer with this company for over 2 and a half years and have been satisfied with the service overall. The monthly charges are very reasonable at $20.15 and I appreciate being able to pay by mailing a check. However, I do wish that internet service was included in my plan as it would make it more convenient for me. Overall, I have had no issues with churn and plan to continue using this company in the future.",2346
2188-SXWVT,Female,0,No,No,34,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Mailed check,55.0,1885.15,"I have been a customer with this company for 34 months now and I have been satisfied with the DSL internet service they provide. The monthly charges of $55.0 are reasonable for the speed and reliability I receive. I appreciate being able to pay with a mailed check as it is convenient for me. Overall, I have had no issues with the service and have not experienced any reason to churn. I would recommend this company to others looking for reliable internet service.",2194
0866-QLSIR,Female,0,No,No,34,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,64.4,2088.75,"I have been a customer with this company for 34 months, but unfortunately, I have decided to churn. The monthly charges of $64.4 for DSL internet service were reasonable, but I found the payment method of mailing a check to be outdated and inconvenient. I would have preferred more modern payment options. Overall, I was satisfied with the service during my tenure, but the payment process was a factor in my decision to switch providers.",9125
0422-OHQHQ,Female,0,Yes,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.55,295.95,"I have been a customer with this company for 15 months now and I am happy to say that I have not experienced any issues that would make me want to leave. The monthly charges are reasonable at $20.55 and I appreciate that there are no hidden fees. Even though I do not have internet service with this company, I find their other services to be reliable and satisfactory. I prefer to pay by mailed check and have not encountered any problems with this payment method. Overall, I am satisfied with my experience as a customer and would recommend this company to others.",7817
5751-USDBL,Male,0,Yes,Yes,46,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,81.0,3846.35,"I have been a customer with this company for almost 4 years now and have been satisfied with the service overall. The DSL internet service has been reliable and the monthly charges are reasonable at $81.0. I prefer to pay by mailed check and have not encountered any issues with billing or payments. I appreciate the two year contract option as it offers stability and consistency in pricing. Overall, I have no complaints and am happy to continue with this provider.",6909
